label,id
Moriarty,802
Moses Sumney,803
Moss,804
Mostly Autumn,805
Mount Eerie,806
Mount Kimbie,807
Mr. J. Medeiros,808
Mr. Oizo,809
Mr. Scruff,810
Muddy Monk,811
Muzz,812
My Brightest Diamond,813
Myd,814
Mysa,815
Mystery,816
Møme,817
NAVVI,818
NTO,819
NZCA LINES,820
Naive New Beaters,821
Napkey,822
Nasser,823
Nathan Fake,824
Naâman,825
Nearly God,826
Nemir,827
Neutral Milk Hotel,828
Nhyx,829
Nick Mulvey,830
Nicolas Haelg,831
Niconé,832
Nightmares On Wax,833
Niki & The Dove,834
Nils Frahm,835
Nils Hoffmann,836
Nina Nastasia,837
Nino Ferrer,838
No Blues,839
No Clear Mind,840
No Land,841
No One Is Innocent,842
No-Man,843
Noir Désir,844
Noob,845
Nosaj Thing,846
Nosound,847
Nouvelle Vague,848
Novastar,849
Novo Amor,850
Nu,851
Nusky,852
OSI,853
Ochre,854
Odd Chap,855
Odezenne,856
Oh Land,857
Oi Va Voi,858
Okay Kaya,859
Okkervil River,860
Oldelaf,861
Oliver Koletzki,862
Oliver Schories,863
Olivia Ruiz,864
Om Unit,865
Oneohtrix Point Never,866
Orange Blossom,867
Orbital,868
Orelsan,869
Oscar and the Wolf,870
Oster Lapwass,871
Other Lives,872
Otzeki,873
Owen Pallett,874
Oxmo Puccino,875
Ozark Henry,876
PARISI,877
PJ Harvey,878
PLÜM,879
POLIÇA,880
PRIME,881
Pain of Salvation,882
Panda Bear,883
Panda Dub,884
Panteros666,885
Pantha Du Prince,886
Papooz,887
Para One,888
Paradis,889
Paris Combo,890
Parov Stelar,891
Passi,892
Pastel Ghost,893
Patent Ochsner,894
Patrick Watson,895
Patrick Wolf,896
Patrick the Pan,897
Pauline Croze,898
Pavel Dovgal,899
Peace Orchestra,900
Peaches,901
Pejmaxx,902
Percubaba,903
Perfume Genius,904
Peter Broderick,905
Peyk,906
Phantogram,907
Philippe Katerine,908
Phoria,909
Phosphorescent,910
Pierre Lapointe,911
Piers Faccini,912
Pink Martini,913
Pional,914
Piotr Ziola,915
Plaid,916
Planningtorock,917
Point Point,918
Poldoore,919
Polo & Pan,920
Polynation,921
Pomme,922
Pony Pony Run Run,923
Porcupine Tree,924
Portico Quartet,925
Portishead,926
Pottery,927
Priest,928
Primal Scream,929
Princess Chelsea,930
Proleter,931
Propellerheads,932
Public Memory,933
Puggy,934
Puppetmastaz,935
Puracane,936
Pure Reason Revolution,937
Purity Ring,938
Pye Corner Audio,939
Pépite,940
Quantic,941
R.Wan,942
RJD2,943
RPWL,944
RY X,945
Radio Elvis,946
Rae & Christian,947
Raime,948
Ralph Kaminski,949
Rampa,950
Raphaël,951
Red House Painters,952
Renan Luce,953
Requin Chagrin,954
RetroElectric Big Band,955
Richard Hawley,956
Ridan,957
Rilès,958
Rishloo,959
Rival Consoles,960
Riverside,961
Robot Koch,962
Robyn,963
Rocé,964
Rodriguez Jr.,965
Roger Molls,966
Roméo Elvis,967
Ron Flatter,968
Rone,969
Room Eleven,970
Roosbeef,971
Rose,972
Roseaux,973
Rosemary Standley,974
Rosie Carney,975
Roudoudou,976
Ruben Hein,977
Rufus Wainwright,978
Rysy,979
Róisín Murphy,980
Röyksopp,981
S. Carey,982
SOHN,983
Saez,984
Saian Supa Crew,985
Sakin,986
Salif,987
Saltillo,988
Salut C'est Cool,989
Samiyam,990
Santigold,991
Sarah Klang,992
Scenario Rock,993
Scratch Bandits Crew,994
Scred Connexion,995
Scylla,996
SebastiAn,997
Senbeï,998
Serge Gainsbourg,999
Set&Match,1000
Seth XVI,1001
Sexy Sushi,1002
Seyté,1003
Shaka Ponk,1004
Shannon Wright,1005
Sharon Van Etten,1006
She Keeps Bees,1007
She Wants Revenge,1008
Shearwater,1009
Shigeto,1010
Shlohmo,1011
Shurik'n,1012
Sibylle Baier,1013
Simian Mobile Disco,1014
Siriusmo,1015
Skalpel,1016
Skip the Use,1017
Sky Ferreira,1018
Skye,1019
Sleeping Pulse,1020
Slow Meadow,1021
Slugabed,1022
Small Black,1023
Smog,1024
Smoke City,1025
Smokey Joe & The Kid,1026
Sneaker Pimps,1027
Sneazzy,1028
Soap&Skin,1029
Sofa Surfers,1030
Soft Hair,1031
Soha,1032
Soklak,1033
Soko,1034
Sol Seppy,1035
Solar Fake,1036
Solee,1037
Son Lux,1038
Sonbird,1039
Soom T,1040
Sophie Hunger,1041
Sophie Hutchings,1042
Sophie Zelmani,1043
Sopico,1044
Soul Square,1045
Soulsavers,1046
Soulwax,1047
Soviet Suprem,1048
Spider ZED,1049
Spinvis,1050
Sporto Kantès,1051
St. South,1052
Steiner & Madlaina,1053
Stephan Bodzin,1054
Stereoclip,1055
Steve Hauschildt,1056
Steven Wilson,1057
Strip Steve,1058
Stuck in the Sound,1059
Stupeflip,1060
Sun Glitters,1061
Sun Kil Moon,1062
Super Flu,1063
Superfunk,1064
Superpoze,1065
Supreme Beings of Leisure,1066
Suprême NTM,1067
Surkin,1068
Susanne Sundfør,1069
Suzane,1070
Svinkels,1071
Swift Guad,1072
Swing,1073
Swing Republic,1074
Swingrowers,1075
Sylvan,1076
Sylvan Esso,1077
Synapson,1078
Säkert!,1079
Sébastien Tellier,1080
Sóley,1081
TENDER,1082
TM Juke,1083
TOBACCO,1084
TOKiMONSTA,1085
TSR Crew,1086
TTC,1087
Tagada Jones,1088
Taipan,1089
Talisco,1090
Talos,1091
Tami T,1092
Tamino,1093
Tandem,1094
Tape Five,1095
Teebs,1096
Teen Daze,1097
Teenage Bad Girl,1098
Teho,1099
Tei Shi,1100
Telefon Tel Aviv,1101
Tennis,1102
Terranova,1103
Terrenoire,1104
Tha Trickaz,1105
The Acid,1106
The Antlers,1107
The Avener,1108
The Away Days,1109
The Barr Brothers,1110
The Beta Band,1111
The Birthday Massacre,1112
The Blaze,1113
The Bloody Beetroots,1114
The Bony King of Nowhere,1115
The Chemical Brothers,1116
The Cinematic Orchestra,1117
The Correspondents,1118
The Dining Rooms,1119
The Dodos,1120
The Dresden Dolls,1121
The Drums,1122
The Dumplings,1123
The Dø,1124
The Electric Swing Circus,1125
The Field,1126
The Flashbulb,1127
The Frames,1128
The Franklin Electric,1129
The Future Sound Of London,1130
The Gaslamp Killer,1131
The Geek x Vrv,1132
The Golden Filter,1133
The Herbaliser,1134
The Horrors,1135
The Irrepressibles,1136
The Juan Maclean,1137
The Knife,1138
The Kyteman Orchestra,1139
The Microphones,1140
The Mountain Goats,1141
The New Law,1142
The Notwist,1143
The Orb,1144
The Pineapple Thief,1145
The Pirouettes,1146
The Rapture,1147
The Shoes,1148
The Silk Demise,1149
