label,id
Avec Sans,581
Avenue D,582
Avey Tare,583
Avey Tare's Slasher Flicks,584
Avishai Cohen,585
Avner,586
Avril,587
Avskum,588
Awlnight,589
Awon,590
Axegrinder,591
Axel Boman,592
Axel Flóvent,593
Ayelle,594
Ayesha Erotica,595
Ayria,596
Ayub Ogada,597
Ayyuka,598
Ayọ,599
Azari & III,600
Azealia Banks,601
Aztec Camera,602
Azure Ray,603
Aïsha Devi,604
Aṣa,605
B Boys,606
B Fachada,607
B-NØM,608
B. Fleischmann,609
B12,610
BAILE,611
BANKS,612
BANNERS,613
BARANOVSKI,614
BB Brunes,615
BC Camplight,616
BEA1991,617
BLACHA,618
BLAISE MOORE,619
BLØF,620
BODEGA,621
BOKKA,622
BOWNIK,623
BOY,624
BOYO,625
BRANDENBURG,626
BRUUT!,627
BS1,628
BWO,629
Baaba Maal,630
Baasch,631
Baauer,632
Baba Zula,633
Babe Rainbow,634
Babx,635
Babyfather,636
Babylon Circus,637
Babyshambles,638
Bacao Rhythm & Steel Band,639
Bachar Mar-Khalifé,640
Back To Back,641
Backini,642
Bad Cash Quartet,643
Bad Drugs,644
Bad Lieutenant,645
Badklaat,646
Badly Drawn Boy,647
Bag Raiders,648
Bagarre,649
Baggalútur,650
Baguette Quartette,651
Bahamas,652
Baja Frequencia,653
Baka Beyond,654
Balam Acab,655
Balanescu Quartet,656
Balduin,657
Balestrand Badeklubb,658
Ballaké Sissoko,659
Ballaké Sissoko & Vincent Segal,660
Balmorhea,661
Balstyrko,662
Balthazar,663
Bam Bam Bam,664
Bambounou,665
Bana,666
Banana Airlines,667
Bananagun,668
Bananarama,669
Band of Horses,670
Banda Maravilha,671
Banes World,672
Bang Gang,673
Bang On A Can All-Stars,674
Bang Sugar Bang,675
Banks & Steelz,676
Banoffee,677
Banshee,678
Barbara,679
Barbara Carlotti,680
Barbara Pravi,681
Barbro Hörberg,682
Barcella,683
Bare Egil Band,684
Barely Civil,685
Barish Kepic,686
Bark Psychosis,687
Barrie,688
Barrio Jazz Gang,689
Barry Louis Polisar,690
Bart & Baker,691
Bart Peeters,692
Bartees Strange,693
Barto'cut12,694
Barzin,695
Barış Demirel - Barıştık Mı,696
Basement Freaks,697
Basement Jaxx,698
Basia Bulat,699
Basic Rhythm,700
Bassekou Kouyate,701
Bastard Prod,702
Bastien Keb,703
Bastien Lallemant,704
Bat For Lashes,705
Baths,706
Batlik,707
Battles,708
Bau,709
Bauhaus,710
Baxter Dury,711
Bazart,712
Bazbaz,713
BbyMutha,714
Be Svendsen,715
Beach Fossils,716
Beach House,717
Beacon,718
Beak>,719
Beans on Toast,720
Bear Claw,721
Bear In Heaven,722
Bear's Den,723
Bearcubs,724
Beat Assailant,725
Beat Assaillant,726
Beat Connection,727
Beat Happening,728
Beat Torrent,729
Beata Przybytek,730
Beatrice Dillon,731
Beatrice Eli,732
Beats Antique,733
Beauty's Confusion,734
Beauville,735
Beauvois,736
Bebe Rebozo,737
Beborn Beton,738
Becca Mancari,739
Beck,740
Bedhead,741
Bedouin,742
Bedouine,743
Bedroom,744
Bedük,745
Beeby,746
Beef,747
Behaving,748
Beirut,749
Belbury Poly,750
Belgrado,751
Bell X1,752
Bella Boo,753
Bella Morte,754
Belle & Sebastian,755
Belleruche,756
Belong,757
Ben Frost,758
Ben Howard,759
Ben Khan,760
Ben L'Oncle Soul,761
Ben Lukas Boysen,762
Ben Mazué,763
Ben Murray-Smith,764
Ben Salisbury,765
Ben Watt,766
Bendik,767
Benga,768
Bengfang,769
Benjamim,770
Benjamin Amaru,771
Benjamin Biolay,772
Benjamin Booker,773
Benjamin Clementine,774
Benjamin Damage,775
Benjamin Francis Leftwich,776
Benjamin Gibbard,777
Benjamin Herman,778
Benjamin Theves,779
Benny Andersson,780
Benny Berigan,781
Benny Borg,782
Benny Martin,783
Benny Rodrigues,784
Benny Sings,785
Benoit & Sergio,786
Benoît Pioulard,787
Bent,788
Bentley Rhythm Ace,789
Berline0.33,790
Bernard Butler,791
Bernard Herrmann,792
Bernard Lavilliers,793
Bernhoft,794
Berry,795
Berry Sakharof,796
Berry Weight,797
Bersarin Quartett,798
Bert Jansch,799
Bertine Zetlitz,800
Bertolf,801
Bertrand Belin,802
Bertrand Betsch,803
Bertrand Burgalat,804
Beshken,805
Best Coast,806
Best Youth,807
Beta Radio,808
Beth Ditto,809
Beth Gibbons,810
Beth Orton,811
Betina Bager,812
Betoko,813
Better Oblivion Community Center,814
Better Person,815
Bettie Serveert,816
Betty Davis,817
Beulah,818
Beyaz Hayvanlar,819
Beyries,820
Bianca & Tiffany,821
Białas,822
Biały Tunel,823
Bibi Tanga & The Selenites,824
Bibio,825
Biffty,826
Big Bad Voodoo Daddy,827
Big Black Delta,828
Big Data,829
Big Gigantic,830
Big Grams,831
Big Red Machine,832
Big Star,833
Big Thief,834
Big2,835
Biga Ranx,836
Bigflo & Oli,837
Bigod 20,838
Bile,839
Bilel,840
Bill Callahan,841
Bill Fay,842
Bill Frisell,843
Bill Laurance,844
Bill Pinky,845
Bill Ryder-Jones,846
Billie Marten,847
Billie The Vision & The Dancers,848
Billx,849
Billy Gaz Station,850
Billy Kenny,851
Billy Nomates,852
Binaire,853
Binary Star,854
Bing & Ruth,855
Binkbeats,856
Binker and Moses,857
Binky Griptite,858
Biome,859
Biosphere,860
Bird of Prey,861
BirdPen,862
Birdeatsbaby,863
Birds Of The West,864
Birds of Chicago,865
Birdy Nam Nam,866
Birileri,867
Birkan Nasuhoğlu,868
Birocratic,869
Birsen Tezer,870
Birth Of Joy,871
Bison Bisou,872
Bisou,873
Bisz,874
Bitamina,875
Bitsu,876
Bitter Ruin,877
Bitter:Sweet,878
Bjarki,879
Bjelleklang,880
Björk,881
Björn Afzelius,882
Björn Olsson,883
Björn Peng,884
Bjørn Eidsvåg,885
Bjørn Hellfuck,886
Bjørn Torske,887
Black Atlass,888
Black Belt Eagle Scout,889
Black Box Recorder,890
Black Box Revelation,891
Black City Babies,892
"Black Country, New Road",893
Black Debbath,894
Black Devil Disco Club,895
Black Dice,896
Black Flower,897
Black Grape,898
Black Grass,899
Black Hill,900
Black Joe Lewis & The Honeybears,901
Black Kids,902
Black Light Burns,903
Black Light Smoke,904
Black Lips,905
Black Marble,906
Black Marché,907
Black Milk,908
Black Moon,909
Black Moth Super Rainbow,910
Black Nail Cabaret,911
Black Pumas,912
Black Sea Dahu,913
Black Strobe,914
Black Tambourine,915
Black To Comm,916
Blackalicious,917
Blackbird Blackbird,918
Blackmail,919
Blaiz,920
Blake Mills,921
Blamstrain,922
Blanck Mass,923
Blancmange,924
Blanco White,925
Blankass,926
Blankenberge,927
Blaqk Audio,928
Blaudzun,929
Blaue Blume,930
Blawan,931
Blaze Foley,932
Blazo,933
Bleep Bloop,934
Bleib Modern,935
Bleu Toucan,936
Blick Bassy,937
Blind Pilot,938
Blind Willie Johnson,939
Blind Willie McTell,940
Blindoldfreak,941
Blitzen Trapper,942
Bloc Party,943
Blockhead,944
Blonde Redhead,945
Blood Cultures,946
Blood Music,947
Blood Orange,948
Blood Red Shoes,949
Bloody Dead And Sexy,950
Blossom Dearie,951
Blouse,952
Blu Samu,953
Blue Foundation,954
Blue Hawaii,955
Blue Iverson,956
Blue Lab Beats,957
Blue Scholars,958
Blue Sky Black Death,959
Blue States,960
Bluebird Supernovae,961
Blueblut,962
Bluejuice,963
Blueneck,964
Blume,965
Blumfeld,966
Blumonk,967
Blundetto,968
Blur,969
Blutengel,970
Blvck Ceiling,971
Bo Kaspers Orkester,972
Bo Sundström,973
Boards of Canada,974
Boat Club,975
Bob & Gene,976
Bob Moses,977
Bob Mould,978
Bobbi Humphrey,979
Bobby Krlic,980
Bobby Oroza,981
Bobik ou Sacha,982
Bobmo,983
Bobo Stenson Trio,984
Bochum Welt,985
Boddika,986
Bodi Bill,987
Bodikhuu,988
Boduf Songs,989
Bodywash,990
Bogdan Raczynski,991
Bok Bok,992
Bokun,993
Bola,994
Bomb The Bass,995
Bombay,996
Bombay Bicycle Club,997
Bombino,998
Bon Entendeur,999
Bon Iver,1000
Bon Voyage Organisation,1001
BonSoul,1002
Bonaparte,1003
Bondage Fairies,1004
Bonde Do Role,1005
Bonga,1006
Bongbeck,1007
"Bonnie ""Prince"" Billy",1008
Bonny Doon,1009
Bonny Light Horseman,1010
Bonobo,1011
Bonson,1012
Bonson & Matek,1013
Bonus Points,1014
Bonus RPK,1015
Boof,1016
Boogie Belgique,1017
Boogie T,1018
Book Of Love,1019
Booka Shade,1020
Boom Bip,1021
Bootblacks,1022
Boozoo Bajou,1023
Bop Alloy,1024
Border One,1025
Boris,1026
Born Ruffians,1027
Borussia,1028
Bosphoroots,1029
Bostro Pesopeo,1030
Bot'Ox,1031
Botnleðja,1032
Bottin,1033
Boubacar Traoré,1034
Boubou,1035
Bouchées Doubles,1036
Boulevard des Airs,1037
Bovska,1038
Bowerbirds,1039
Bowery Electric,1040
Box And The Twins,1041
Boxcutter,1042
Boy 8-Bit,1043
Boy Azooga,1044
Boy Epic,1045
Boy Gé Mendès,1046
Boy Harsher,1047
Boy Sim,1048
Boys Age,1049
Boys Noize,1050
Boys Noize & Erol Alkan,1051
Boytronic,1052
Boztown,1053
Brad Mehldau,1054
Brad Mehldau Trio,1055
Brad stank,1056
Braids,1057
Braille,1058
Brain Damage,1059
Brainiac,1060
Brambles,1061
Brand Nubian,1062
Brandon Flowers,1063
Brant Bjork,1064
Brav,1065
Brawdcast,1066
Braxton,1067
Brazilian Girls,1068
Brazzaville,1069
Break Science,1070
BreakBeatBuddha,1071
Breaka,1072
Breakbot,1073
Breakestra,1074
Breaknecks,1075
Breathe Owl Breathe,1076
Bree Runway,1077
Brek,1078
Bremer/McCoy,1079
Brenda Boykin,1080
Brenda Fassie,1081
Brett Anderson,1082
Brett Dennen,1083
Brian Blade & The Fellowship Band,1084
Brian Crain,1085
Brian Finnegan,1086
Brian McBride,1087
Bridget St John,1088
Bright Eyes,1089
Bright Light Bright Light,1090
Brigid Dawson and The Mothers Network,1091
Brigid Mae Power,1092
Brigitte,1093
Brigitte Bardot,1094
Brigitte Fontaine,1095
Briskeby,1096
British India,1097
British Sea Power,1098
Britta Persson,1099
Broadcast,1100
Brock Berrigan,1101
Broder Daniel,1102
Brodinski,1103
Brodinski & Tony Senghore,1104
Broen,1105
Broiler,1106
Broken Back,1107
Broken Bells,1108
Broken Social Scene,1109
Brokenchord,1110
Brokken Roses,1111
Brolin,1112
Bronski Beat,1113
Bronswick,1114
Brontide,1115
Broods,1116
Brooke Bentham,1117
Brooke Candy,1118
Brothel,1119
Brother Culture,1120
Brothertiger,1121
Brothomstates,1122
Broussaï,1123
Bruce Brubaker,1124
Bruderschaft,1125
Brudne serca,1126
Bruno Otranto & Dani Carrera,1127
Bruno Pernadas,1128
Bruno Sanfilippo,1129
Bryan's Magic Tears,1130
Bröderna Lindgren,1131
Brødrene Olsen,1132
Bubituzak,1133
Buck 65,1134
Buck Curran,1135
Buck Meek,1136
Buddy Miller,1137
Buerak,1138
Buffalo Daughter,1139
Bugge Wesseltoft,1140
Buika,1141
Built To Spill,1142
Bukahara,1143
Buku,1144
Bullion,1145
Bully,1146
Bulutsuzluk Özlemi,1147
Bumcello,1148
Bunko Stew,1149
Buntspecht,1150
Burhan G,1151
Burial,1152
Burning Peacocks,1153
Burrito Brown,1154
Buscabulla,1155
Busdriver,1156
Bush,1157
Busta Flex,1158
Busty and the Bass,1159
Busy P,1160
Butch,1161
Butter 08,1162
Butter Bullets,1163
Butterfly Boucher,1164
Buttering Trio,1165
Buurman,1166
Buzz Kull,1167
Buzzcocks,1168
Buzzy Lee,1169
Byetone,1170
Bénabar,1171
Béni (La Chronik),1172
Bérurier Noir,1173
Bülent Ortaçgil,1174
Büyük Ev Ablukada,1175
C Duncan,1176
C-Lekktor,1177
C-Mon & Kypski,1178
C.Nicita,1179
C.V. Jørgensen,1180
C2C,1181
CAN,1182
CANNIBALE,1183
CBMC,1184
CC Cowboys,1185
CEO,1186
CEUZANY,1187
CHROM,1188
CHVRN,1189
CIRRUS,1190
CLANN,1191
CLAVVS,1192
CLFRD,1193
CLMD,1194
